File Path,Line Number,Type,Pattern,Severity,Match,Message,Code
resources\js\Pages\Provider\Orders\Dashboard.tsx,356,tailwind-class,text,warning,text-purple-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Activity className=""w-5 h-5 text-purple-500"" />"
resources\js\Pages\Provider\Orders\Dashboard.tsx,364,tailwind-class,text,warning,text-green-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<CheckCircle className=""w-5 h-5 text-green-500"" />"
resources\js\Pages\Provider\Orders\Dashboard.tsx,415,tailwind-class,background,warning,bg-red-500,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<span className=""w-2 h-2 bg-red-500 rounded-full animate-pulse""></span>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,422,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className={`text-xs px-2 py-1 rounded-full ${getPriorityColor(order.priority)}`}>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,440,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className={`text-xs font-medium ${"
resources\js\Pages\Provider\Orders\Dashboard.tsx,441,tailwind-class,text,warning,text-green-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"order.status === 'completed' ? (theme === 'dark' ? 'text-green-400' : 'text-green-600') :"
resources\js\Pages\Provider\Orders\Dashboard.tsx,441,tailwind-class,text,warning,text-green-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"order.status === 'completed' ? (theme === 'dark' ? 'text-green-400' : 'text-green-600') :"
resources\js\Pages\Provider\Orders\Dashboard.tsx,442,tailwind-class,text,warning,text-yellow-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"order.status === 'pending_ivr' ? (theme === 'dark' ? 'text-yellow-400' : 'text-yellow-600') :"
resources\js\Pages\Provider\Orders\Dashboard.tsx,442,tailwind-class,text,warning,text-yellow-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"order.status === 'pending_ivr' ? (theme === 'dark' ? 'text-yellow-400' : 'text-yellow-600') :"
resources\js\Pages\Provider\Orders\Dashboard.tsx,443,tailwind-class,text,warning,text-blue-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"(theme === 'dark' ? 'text-blue-400' : 'text-blue-600')"
resources\js\Pages\Provider\Orders\Dashboard.tsx,443,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"(theme === 'dark' ? 'text-blue-400' : 'text-blue-600')"
resources\js\Pages\Provider\Orders\Dashboard.tsx,451,tailwind-class,border,warning,border-t,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className={`mt-3 pt-3 border-t ${theme === 'dark' ? 'border-gray-700' : 'border-gray-200'}`}>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,451,tailwind-class,border,warning,border-gray-700,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className={`mt-3 pt-3 border-t ${theme === 'dark' ? 'border-gray-700' : 'border-gray-200'}`}>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,461,tailwind-class,text,warning,text-green-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<FileText className=""w-4 h-4 text-green-500"" />"
resources\js\Pages\Provider\Orders\Dashboard.tsx,464,tailwind-class,text,warning,text-blue-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Package className=""w-4 h-4 text-blue-500"" />"
resources\js\Pages\Provider\Orders\Dashboard.tsx,489,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-xs mt-1"">Dashboard</span>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,496,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-xs mt-1"">Orders</span>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,512,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-xs mt-1"">Patients</span>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,519,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""text-xs mt-1"">Profile</span>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,526,tailwind-class,background,warning,bg-black,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""fixed inset-0 bg-black z-50 flex flex-col"">"
resources\js\Pages\Provider\Orders\Dashboard.tsx,528,tailwind-class,text,warning,text-lg,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h2 className=""text-lg font-semibold"">Scan Order QR Code</h2>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,547,tailwind-class,border,warning,border-2,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""w-64 h-64 border-2 border-white rounded-lg"">"
resources\js\Pages\Provider\Orders\Dashboard.tsx,547,tailwind-class,border,warning,border-white,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""w-64 h-64 border-2 border-white rounded-lg"">"
resources\js\Pages\Provider\Orders\Dashboard.tsx,548,tailwind-class,border,warning,border-2,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""w-full h-full border-2 border-white rounded-lg animate-pulse""></div>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,548,tailwind-class,border,warning,border-white,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""w-full h-full border-2 border-white rounded-lg animate-pulse""></div>"
resources\js\Pages\Provider\Orders\Dashboard.tsx,552,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""p-4 text-center text-white"">"
resources\js\Pages\Provider\Orders\Dashboard.tsx,553,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm"">Position QR code within the frame</p>"
resources\js\Pages\Provider\Facilities\Show.tsx,39,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center text-sm text-gray-600 hover:text-gray-900"""
resources\js\Pages\Provider\Facilities\Show.tsx,47,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""bg-white shadow rounded-lg"">"
resources\js\Pages\Provider\Facilities\Show.tsx,48,tailwind-class,border,warning,border-b,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""px-6 py-5 border-b border-gray-200"">"
resources\js\Pages\Provider\Facilities\Show.tsx,50,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Building className=""h-6 w-6 text-gray-400 mr-3"" />"
resources\js\Pages\Provider\Facilities\Show.tsx,51,tailwind-class,text,warning,text-2xl,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h1 className=""text-2xl font-semibold text-gray-900"">{facility.name}</h1>"
resources\js\Pages\Provider\Facilities\Show.tsx,59,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500"">Organization</dt>"
resources\js\Pages\Provider\Facilities\Show.tsx,59,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500"">Organization</dt>"
resources\js\Pages\Provider\Facilities\Show.tsx,60,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dd className=""mt-1 text-sm text-gray-900"">{facility.organization.name}</dd>"
resources\js\Pages\Provider\Facilities\Show.tsx,66,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500 flex items-center"">"
resources\js\Pages\Provider\Facilities\Show.tsx,66,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500 flex items-center"">"
resources\js\Pages\Provider\Facilities\Show.tsx,70,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dd className=""mt-1 text-sm text-gray-900"">{facility.address}</dd>"
resources\js\Pages\Provider\Facilities\Show.tsx,76,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500 flex items-center"">"
resources\js\Pages\Provider\Facilities\Show.tsx,76,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500 flex items-center"">"
resources\js\Pages\Provider\Facilities\Show.tsx,80,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dd className=""mt-1 text-sm text-gray-900"">{facility.providers.length}</dd>"
resources\js\Pages\Provider\Facilities\Show.tsx,85,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500"">Member Since</dt>"
resources\js\Pages\Provider\Facilities\Show.tsx,85,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dt className=""text-sm font-medium text-gray-500"">Member Since</dt>"
resources\js\Pages\Provider\Facilities\Show.tsx,86,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<dd className=""mt-1 text-sm text-gray-900"">"
resources\js\Pages\Provider\Facilities\Show.tsx,95,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mt-6 bg-white shadow rounded-lg"">"
resources\js\Pages\Provider\Facilities\Show.tsx,96,tailwind-class,border,warning,border-b,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""px-6 py-5 border-b border-gray-200"">"
resources\js\Pages\Provider\Facilities\Show.tsx,97,tailwind-class,text,warning,text-lg,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h2 className=""text-lg font-medium text-gray-900"">Providers at this Facility</h2>"
resources\js\Pages\Provider\Facilities\Show.tsx,110,tailwind-class,background,warning,bg-blue-100,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""h-10 w-10 rounded-full bg-blue-100 flex items-center justify-center"">"
resources\js\Pages\Provider\Facilities\Show.tsx,111,tailwind-class,text,warning,text-blue-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Users className=""h-5 w-5 text-blue-600"" />"
resources\js\Pages\Provider\Facilities\Show.tsx,115,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm font-medium text-gray-900"">{provider.name}</p>"
resources\js\Pages\Provider\Facilities\Show.tsx,116,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""flex items-center mt-1 text-xs text-gray-500"">"
resources\js\Pages\Provider\Facilities\Show.tsx,116,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""flex items-center mt-1 text-xs text-gray-500"">"
resources\js\Pages\Provider\Facilities\Show.tsx,120,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-1 text-xs text-gray-500"">Role: {provider.role}</p>"
resources\js\Pages\Provider\Facilities\Show.tsx,120,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-1 text-xs text-gray-500"">Role: {provider.role}</p>"
resources\js\Pages\Provider\Facilities\Show.tsx,127,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center py-8"">"
resources\js\Pages\Provider\Facilities\Show.tsx,128,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Users className=""mx-auto h-12 w-12 text-gray-400"" />"
resources\js\Pages\Provider\Facilities\Show.tsx,129,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-2 text-sm text-gray-500"">No other providers at this facility</p>"
resources\js\Pages\Provider\Facilities\Show.tsx,129,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-2 text-sm text-gray-500"">No other providers at this facility</p>"
resources\js\Pages\Provider\Facilities\Index.tsx,36,tailwind-class,text,warning,text-2xl,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h1 className=""text-2xl font-semibold text-gray-900"">My Facilities</h1>"
resources\js\Pages\Provider\Facilities\Index.tsx,37,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-1 text-sm text-gray-500"">"
resources\js\Pages\Provider\Facilities\Index.tsx,37,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-1 text-sm text-gray-500"">"
resources\js\Pages\Provider\Facilities\Index.tsx,43,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""bg-white p-4 rounded-lg shadow mb-6"">"
resources\js\Pages\Provider\Facilities\Index.tsx,46,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Search className=""h-5 w-5 text-gray-400"" />"
resources\js\Pages\Provider\Facilities\Index.tsx,50,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""block w-full pl-10 pr-3 py-2 border border-gray-300 rounded-md leading-5 bg-white placeholder-gray-500 focus:outline-none focus:placeholder-gray-400 focus:ring-1 focus:ring-blue-500 focus:border-blue-500 sm:text-sm"""
resources\js\Pages\Provider\Facilities\Index.tsx,50,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""block w-full pl-10 pr-3 py-2 border border-gray-300 rounded-md leading-5 bg-white placeholder-gray-500 focus:outline-none focus:placeholder-gray-400 focus:ring-1 focus:ring-blue-500 focus:border-blue-500 sm:text-sm"""
resources\js\Pages\Provider\Facilities\Index.tsx,50,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""block w-full pl-10 pr-3 py-2 border border-gray-300 rounded-md leading-5 bg-white placeholder-gray-500 focus:outline-none focus:placeholder-gray-400 focus:ring-1 focus:ring-blue-500 focus:border-blue-500 sm:text-sm"""
resources\js\Pages\Provider\Facilities\Index.tsx,50,tailwind-class,border,warning,border-blue-500,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""block w-full pl-10 pr-3 py-2 border border-gray-300 rounded-md leading-5 bg-white placeholder-gray-500 focus:outline-none focus:placeholder-gray-400 focus:ring-1 focus:ring-blue-500 focus:border-blue-500 sm:text-sm"""
resources\js\Pages\Provider\Facilities\Index.tsx,64,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""bg-white overflow-hidden shadow rounded-lg hover:shadow-md transition-shadow duration-200"""
resources\js\Pages\Provider\Facilities\Index.tsx,68,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<MapPin className=""h-5 w-5 text-gray-400 mr-2"" />"
resources\js\Pages\Provider\Facilities\Index.tsx,69,tailwind-class,text,warning,text-lg,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h3 className=""text-lg font-medium text-gray-900 truncate"">"
resources\js\Pages\Provider\Facilities\Index.tsx,75,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-500"">"
resources\js\Pages\Provider\Facilities\Index.tsx,75,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-500"">"
resources\js\Pages\Provider\Facilities\Index.tsx,78,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-500 mt-1"">"
resources\js\Pages\Provider\Facilities\Index.tsx,78,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-500 mt-1"">"
resources\js\Pages\Provider\Facilities\Index.tsx,83,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mt-4 flex items-center text-sm text-gray-500"">"
resources\js\Pages\Provider\Facilities\Index.tsx,83,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""mt-4 flex items-center text-sm text-gray-500"">"
resources\js\Pages\Provider\Facilities\Index.tsx,93,tailwind-class,background,warning,bg-blue-100,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1.5 border border-transparent text-sm font-medium rounded-md text-blue-700 bg-blue-100 hover:bg-blue-200 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-blue-500"""
resources\js\Pages\Provider\Facilities\Index.tsx,93,tailwind-class,background,warning,bg-blue-200,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1.5 border border-transparent text-sm font-medium rounded-md text-blue-700 bg-blue-100 hover:bg-blue-200 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-blue-500"""
resources\js\Pages\Provider\Facilities\Index.tsx,93,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1.5 border border-transparent text-sm font-medium rounded-md text-blue-700 bg-blue-100 hover:bg-blue-200 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-blue-500"""
resources\js\Pages\Provider\Facilities\Index.tsx,93,tailwind-class,text,warning,text-blue-700,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1.5 border border-transparent text-sm font-medium rounded-md text-blue-700 bg-blue-100 hover:bg-blue-200 focus:outline-none focus:ring-2 focus:ring-offset-2 focus:ring-blue-500"""
resources\js\Pages\Provider\Facilities\Index.tsx,103,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center py-12"">"
resources\js\Pages\Provider\Facilities\Index.tsx,104,tailwind-class,text,warning,text-gray-400,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<MapPin className=""mx-auto h-12 w-12 text-gray-400"" />"
resources\js\Pages\Provider\Facilities\Index.tsx,105,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h3 className=""mt-2 text-sm font-medium text-gray-900"">No facilities found</h3>"
resources\js\Pages\Provider\Facilities\Index.tsx,106,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-1 text-sm text-gray-500"">"
resources\js\Pages\Provider\Facilities\Index.tsx,106,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""mt-1 text-sm text-gray-500"">"
resources\js\Pages\Provider\Episodes\Show.tsx,98,css-property,color,critical, color: 'from-blue-500 to-blue-600',CSS color property uses hard-coded color instead of glass theme,"color: 'from-blue-500 to-blue-600',"
resources\js\Pages\Provider\Episodes\Show.tsx,99,tailwind-class,background,warning,bg-blue-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"bgColor: 'bg-blue-50',"
resources\js\Pages\Provider\Episodes\Show.tsx,100,tailwind-class,text,warning,text-blue-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"textColor: 'text-blue-800',"
resources\js\Pages\Provider\Episodes\Show.tsx,107,css-property,color,critical, color: 'from-green-500 to-emerald-500',CSS color property uses hard-coded color instead of glass theme,"color: 'from-green-500 to-emerald-500',"
resources\js\Pages\Provider\Episodes\Show.tsx,108,tailwind-class,background,warning,bg-green-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"bgColor: 'bg-green-50',"
resources\js\Pages\Provider\Episodes\Show.tsx,109,tailwind-class,text,warning,text-green-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"textColor: 'text-green-800',"
resources\js\Pages\Provider\Episodes\Show.tsx,116,css-property,color,critical, color: 'from-purple-500 to-indigo-500',CSS color property uses hard-coded color instead of glass theme,"color: 'from-purple-500 to-indigo-500',"
resources\js\Pages\Provider\Episodes\Show.tsx,117,tailwind-class,background,warning,bg-purple-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"bgColor: 'bg-purple-50',"
resources\js\Pages\Provider\Episodes\Show.tsx,118,tailwind-class,text,warning,text-purple-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"textColor: 'text-purple-800',"
resources\js\Pages\Provider\Episodes\Show.tsx,125,css-property,color,critical, color: 'from-indigo-500 to-blue-500',CSS color property uses hard-coded color instead of glass theme,"color: 'from-indigo-500 to-blue-500',"
resources\js\Pages\Provider\Episodes\Show.tsx,126,tailwind-class,background,warning,bg-indigo-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"bgColor: 'bg-indigo-50',"
resources\js\Pages\Provider\Episodes\Show.tsx,127,tailwind-class,text,warning,text-indigo-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"textColor: 'text-indigo-800',"
resources\js\Pages\Provider\Episodes\Show.tsx,134,css-property,color,critical, color: 'from-green-500 to-teal-500',CSS color property uses hard-coded color instead of glass theme,"color: 'from-green-500 to-teal-500',"
resources\js\Pages\Provider\Episodes\Show.tsx,135,tailwind-class,background,warning,bg-green-50,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"bgColor: 'bg-green-50',"
resources\js\Pages\Provider\Episodes\Show.tsx,136,tailwind-class,text,warning,text-green-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"textColor: 'text-green-800',"
resources\js\Pages\Provider\Episodes\Show.tsx,145,tailwind-class,text,warning,text-amber-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"pending: { icon: Clock, color: 'text-amber-600', label: 'Pending Verification' },"
resources\js\Pages\Provider\Episodes\Show.tsx,146,css-property,color,critical, color: 'text-green-600',CSS color property uses hard-coded color instead of glass theme,"verified: { icon: ShieldCheck, color: 'text-green-600', label: 'Insurance Verified' },"
resources\js\Pages\Provider\Episodes\Show.tsx,146,tailwind-class,text,warning,text-green-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"verified: { icon: ShieldCheck, color: 'text-green-600', label: 'Insurance Verified' },"
resources\js\Pages\Provider\Episodes\Show.tsx,147,css-property,color,critical, color: 'text-red-600',CSS color property uses hard-coded color instead of glass theme,"expired: { icon: AlertTriangle, color: 'text-red-600', label: 'Verification Expired' },"
resources\js\Pages\Provider\Episodes\Show.tsx,147,tailwind-class,text,warning,text-red-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"expired: { icon: AlertTriangle, color: 'text-red-600', label: 'Verification Expired' },"
resources\js\Pages\Provider\Episodes\Show.tsx,183,tailwind-class,text,warning,text-center,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-center"">"
resources\js\Pages\Provider\Episodes\Show.tsx,184,tailwind-class,text,warning,text-red-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<AlertTriangle className=""w-16 h-16 text-red-500 mx-auto mb-4"" />"
resources\js\Pages\Provider\Episodes\Show.tsx,185,tailwind-class,text,warning,text-2xl,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h2 className=""text-2xl font-semibold text-gray-900 mb-2"">Access Denied</h2>"
resources\js\Pages\Provider\Episodes\Show.tsx,207,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<div className=""bg-white border-b border-gray-200 sticky top-0 z-10"">"
resources\js\Pages\Provider\Episodes\Show.tsx,207,tailwind-class,border,warning,border-b,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"<div className=""bg-white border-b border-gray-200 sticky top-0 z-10"">"
resources\js\Pages\Provider\Episodes\Show.tsx,213,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""text-gray-500 hover:text-gray-700 transition-colors"""
resources\js\Pages\Provider\Episodes\Show.tsx,218,tailwind-class,text,warning,text-purple-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<Heart className=""w-6 h-6 text-purple-600"" />"
resources\js\Pages\Provider\Episodes\Show.tsx,220,tailwind-class,text,warning,text-xl,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h1 className=""text-xl font-semibold text-gray-900"">"
resources\js\Pages\Provider\Episodes\Show.tsx,223,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-500"">"
resources\js\Pages\Provider\Episodes\Show.tsx,223,tailwind-class,text,warning,text-gray-500,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<p className=""text-sm text-gray-500"">"
resources\js\Pages\Provider\Episodes\Show.tsx,232,tailwind-class,background,warning,bg-white,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1.5 border border-gray-300 rounded-md text-sm font-medium text-gray-700 bg-white hover:bg-gray-50 transition-colors"""
resources\js\Pages\Provider\Episodes\Show.tsx,232,tailwind-class,text,warning,text-sm,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1.5 border border-gray-300 rounded-md text-sm font-medium text-gray-700 bg-white hover:bg-gray-50 transition-colors"""
resources\js\Pages\Provider\Episodes\Show.tsx,232,tailwind-class,border,warning,border-gray-300,Tailwind border class should use glass- prefix or be defined in glass-theme.ts,"className=""inline-flex items-center px-3 py-1.5 border border-gray-300 rounded-md text-sm font-medium text-gray-700 bg-white hover:bg-gray-50 transition-colors"""
resources\js\Pages\Provider\Episodes\Show.tsx,234,tailwind-class,text,warning,text-green-600,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"{copied ? <Check className=""w-4 h-4 mr-2 text-green-600"" /> : <Copy className=""w-4 h-4 mr-2"" />}"
resources\js\Pages\Provider\Episodes\Show.tsx,260,tailwind-class,text,warning,text-2xl,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<h2 className={`text-2xl font-bold ${currentStatus.textColor}`}>"
resources\js\Pages\Provider\Episodes\Show.tsx,266,tailwind-class,background,warning,bg-red-100,Tailwind background class should use glass- prefix or be defined in glass-theme.ts,"<span className=""inline-flex items-center px-2.5 py-0.5 rounded-full text-xs font-medium bg-red-100 text-red-800 animate-pulse"">"
resources\js\Pages\Provider\Episodes\Show.tsx,266,tailwind-class,text,warning,text-xs,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""inline-flex items-center px-2.5 py-0.5 rounded-full text-xs font-medium bg-red-100 text-red-800 animate-pulse"">"
resources\js\Pages\Provider\Episodes\Show.tsx,266,tailwind-class,text,warning,text-red-800,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<span className=""inline-flex items-center px-2.5 py-0.5 rounded-full text-xs font-medium bg-red-100 text-red-800 animate-pulse"">"
resources\js\Pages\Provider\Episodes\Show.tsx,273,tailwind-class,text,warning,text-right,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className=""text-right"">"
resources\js\Pages\Provider\Episodes\Show.tsx,274,tailwind-class,text,warning,text-3xl,Tailwind text class should use glass- prefix or be defined in glass-theme.ts,"<div className={`text-3xl font-bold ${currentStatus.textColor}`}>"
